"","ensembl_gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","mgi_symbol","mgi_description"
"163","ENSMUSG00000041731",70.8992245607463,1.75469543342973,0.504241306080838,3.47987245842257,0.000501652535255087,0.0530913209200566,"Pgm5","phosphoglucomutase 5"
"185","ENSMUSG00000051279",1646.2842042338,1.18167669890414,0.23212960357058,5.09059025961266,3.56950608629896e-07,0.00024060170786458,"Gdf6","growth differentiation factor 6"
"90","ENSMUSG00000028358",717.986038761501,1.03475806201265,0.264720516193383,3.9088699164395,9.27288756573482e-05,0.0184870033088699,"Zfp618","zinc finger protein 618"
"182","ENSMUSG00000049719",140.462018581057,0.899378838035622,0.258944767289382,3.47324584872004,0.00051420410519925,0.0535188169786425,"Prss46","protease, serine 46"
"65","ENSMUSG00000024593",1808.2747185226,0.826762390113129,0.226355109316354,3.65250156097711,0.000259698017089566,0.0360961218950575,"Megf10","multiple EGF-like-domains 10"
"166","ENSMUSG00000042607",1603.54370486786,0.807112075952303,0.158096789813689,5.10517687869217,3.3048524381524e-07,0.00024060170786458,"Asb4","ankyrin repeat and SOCS box-containing 4"
"66","ENSMUSG00000024598",223.478344473953,0.764712064541858,0.143610222725085,5.32491385384003,1.01000894847799e-07,0.000148610810721507,"Fbn2","fibrillin 2"
"130","ENSMUSG00000035024",331.754130138606,0.684024619052462,0.200374491253491,3.4137310331938,0.000640798025508651,0.0617769789545726,"Ncapd3","non-SMC condensin II complex, subunit D3"
"181","ENSMUSG00000049511",4018.09110463488,0.663913905978195,0.209627173045451,3.16711758467613,0.00153958052948894,0.0984009012096693,"Htr1b","5-hydroxytryptamine (serotonin) receptor 1B"
"82","ENSMUSG00000027358",4421.64448471125,0.620984743340626,0.196196650604965,3.16511388663284,0.00155022260471609,0.0984009012096693,"Bmp2","bone morphogenetic protein 2"
"154","ENSMUSG00000039218",1666.71085223886,0.618358131409028,0.161999662729093,3.81703344928002,0.000135065864930067,0.0230344255190976,"Srrm2","serine/arginine repetitive matrix 2"
"8","ENSMUSG00000001657",123.188860005015,0.615451667727467,0.179522423037181,3.42827184100562,0.000607436882855163,0.0601277557819219,"Hoxc8","homeobox C8"
"91","ENSMUSG00000028364",28718.6203433697,0.609252061304911,0.163176506803595,3.73369961913837,0.000188687515081332,0.0287190513545833,"Tnc","tenascin C"
"30","ENSMUSG00000016763",1210.3658279313,0.607652401153726,0.176887146155501,3.43525470539017,0.000591997131463777,0.059012108421618,"Scube1","signal peptide, CUB domain, EGF-like 1"
"223","ENSMUSG00000092035",623.921622499635,0.605258694241246,0.126713743074862,4.77658286744527,1.78299096214649e-06,0.000829552632230054,"Peg10","paternally expressed 10"
"168","ENSMUSG00000044037",1980.08394703153,0.595768764890678,0.155167354448231,3.83952389347108,0.000123273132671538,0.0215423604069829,"Als2cl","ALS2 C-terminal like"
"2","ENSMUSG00000000142",469.935888160333,0.535863983576363,0.1497444050455,3.57852424211469,0.000345539822274783,0.0440641097684645,"Axin2","axin 2"
"29","ENSMUSG00000015957",385.098047932957,0.53328730817314,0.137197873173764,3.88699398785665,0.000101493266840671,0.0191551625617294,"Wnt11","wingless-type MMTV integration site family, member 11"
"108","ENSMUSG00000031155",124.522761333612,0.523541855952973,0.15504631082529,3.37668051026969,0.000733662141174193,0.06450302862311,"Pim2","proviral integration site 2"
"179","ENSMUSG00000048782",1892.97854553276,0.509354925482927,0.146392886718456,3.47936936623514,0.000502595337568886,0.0530913209200566,"Insc","INSC spindle orientation adaptor protein"
"3","ENSMUSG00000000782",459.084239702678,0.494246641488413,0.119892665366558,4.12240932318346,3.74930215243919e-05,0.00870022491275029,"Tcf7","transcription factor 7, T cell specific"
"160","ENSMUSG00000040809",9942.55655614381,0.486385944619712,0.102451343347137,4.74748235337126,2.05964353656783e-06,0.000888606004531062,"Chil3","chitinase-like 3"
"81","ENSMUSG00000027253",5128.86890792625,0.466823386013926,0.142298641179227,3.28058920412288,0.0010359050115662,0.0823777271838174,"Lrp4","low density lipoprotein receptor-related protein 4"
"43","ENSMUSG00000020961",577.269348836515,0.4645584944438,0.137112743716072,3.38814964862631,0.000703658610265496,0.0634413224733,"Ston2","stonin 2"
"137","ENSMUSG00000037035",6746.65345371039,0.460186061650179,0.135705351570311,3.3910679006034,0.00069620850154984,0.0631719957656282,"Inhbb","inhibin beta-B"
"73","ENSMUSG00000025856",3741.31093265989,0.458573700938946,0.102106373554001,4.49113688967144,7.0843998141905e-06,0.00238761141356825,"Pdgfa","platelet derived growth factor, alpha"
"153","ENSMUSG00000039153",2410.14148706241,0.439340348394959,0.0846121859914365,5.19240040009632,2.07599935049502e-07,0.000224336446807026,"Runx2","runt related transcription factor 2"
"119","ENSMUSG00000032492",9336.84175304082,0.439225908671176,0.102645103997213,4.27907315173164,1.87673179987896e-05,0.00510868050524743,"Pth1r","parathyroid hormone 1 receptor"
"102","ENSMUSG00000030098",1943.0726036522,0.426658612376922,0.13456518850094,3.17064626542652,0.00152100237564512,0.0984009012096693,"Grip2","glutamate receptor interacting protein 2"
"134","ENSMUSG00000035914",3126.56828338891,0.417242060225178,0.0990433809283823,4.21272028796032,2.52313441418594e-05,0.00650320780808841,"Cd276","CD276 antigen"
"164","ENSMUSG00000042225",1202.77135277322,0.415313646649167,0.0839982155897905,4.94431511113727,7.64120212772244e-07,0.000400597096733004,"Ammecr1","Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1"
"125","ENSMUSG00000034295",331.833127452918,0.414609665006382,0.128836857466332,3.21809824579685,0.00129043608736281,0.0927201000913172,"Fhod3","formin homology 2 domain containing 3"
"171","ENSMUSG00000044548",352.763144415211,0.405776302858157,0.0935476648201183,4.3376422451423,1.44019325914271e-05,0.00399724227120885,"Dact1","dishevelled-binding antagonist of beta-catenin 1"
"133","ENSMUSG00000035545",2702.21718869524,0.404819972046408,0.125792307296552,3.21816159307784,0.00129015110826857,0.0927201000913172,"Leng8","leukocyte receptor cluster (LRC) member 8"
"202","ENSMUSG00000061136",1891.97492955927,0.403308664165275,0.103580320052916,3.8936804207521,9.87347062795483e-05,0.0191450653066713,"Prpf40a","pre-mRNA processing factor 40A"
"150","ENSMUSG00000038718",604.803521553178,0.39919474404237,0.0822408585502901,4.85397101974881,1.2101342840379e-06,0.00059067071691574,"Pbx3","pre B cell leukemia homeobox 3"
"122","ENSMUSG00000033684",15954.3937269374,0.39105617794827,0.115793936546518,3.37717318895338,0.00073234922797667,0.06450302862311,"Qsox1","quiescin Q6 sulfhydryl oxidase 1"
"106","ENSMUSG00000030657",534.785350210521,0.38673643486519,0.0844865373334342,4.57749183563882,4.70584150168047e-06,0.00180030233665641,"Xylt1","xylosyltransferase 1"
"80","ENSMUSG00000027134",480.08104211366,0.380950722253204,0.105197337726887,3.62129622749797,0.000293130641153499,0.0395168021478837,"Lpcat4","lysophosphatidylcholine acyltransferase 4"
"172","ENSMUSG00000045005",5219.38985817326,0.374720440244155,0.0821485635457034,4.56149717134956,5.07901605608007e-06,0.00189193348088982,"Fzd5","frizzled class receptor 5"
